posizione,tipo,wallet,tavola,casella,erede_di_tavola,data,tx_hash,token,importo_token,valore_usd,n_dual_donazione,dual_ordinale,emissione_dono,note
237,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,40,3,238,2026-07-01 12:11:41,0x12ed53f04548a1e16dded65c9538f5c9c2fa945bcc27307e9673c46dce5409a3,USDC,20.0,20.0,1,1,,
238,HUMAN,0x0d224cf39761fc2d216f57f4d398b4eee07624bf,40,4,239,2026-07-01 12:11:41,0x12ed53f04548a1e16dded65c9538f5c9c2fa945bcc27307e9673c46dce5409a3,USDC,20.0,20.0,1,1,,
239,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,40,5,240,2026-07-01 12:22:56,0xea6564d5902d74d63e144efc95165ea6055dacf5278a1a893bc7377298541437,USDC,20.0,20.0,1,1,,
240,HUMAN,0xf7941678b468e39fc4ea549c5224fa238f0bb3ee,40,6,241,2026-07-01 12:22:56,0xea6564d5902d74d63e144efc95165ea6055dacf5278a1a893bc7377298541437,USDC,20.0,20.0,1,1,,
241,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,41,1,242,2026-07-01 12:44:29,0xcbca42f83e3cc6302f2fb05c4172821007b5fbfb2021536fa414a4b1c8d42851,USDC,40.0,40.0,2,1,,
242,HUMAN,0xb41916c2eb6fc873e506fb4eadb96791bd24c11f,41,2,243,2026-07-01 12:44:29,0xcbca42f83e3cc6302f2fb05c4172821007b5fbfb2021536fa414a4b1c8d42851,USDC,40.0,40.0,2,1,,
243,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,41,3,244,2026-07-01 12:44:29,0xcbca42f83e3cc6302f2fb05c4172821007b5fbfb2021536fa414a4b1c8d42851,USDC,40.0,40.0,2,2,,
244,HUMAN,0xb41916c2eb6fc873e506fb4eadb96791bd24c11f,41,4,245,2026-07-01 12:44:29,0xcbca42f83e3cc6302f2fb05c4172821007b5fbfb2021536fa414a4b1c8d42851,USDC,40.0,40.0,2,2,,
245,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,41,5,246,2026-07-01 13:51:17,0x6a317ce42a93de5dc755f775d133a38959b9eb39ea0c8d2053b770f1ca6175b4,USDC,20.0,20.0,1,1,,
246,HUMAN,0xf090c24e9051a80e1b0da9e5e3a24e9c809c1226,41,6,247,2026-07-01 13:51:17,0x6a317ce42a93de5dc755f775d133a38959b9eb39ea0c8d2053b770f1ca6175b4,USDC,20.0,20.0,1,1,,
247,CASSA,0x4f53c4277e2e738cdb71375253b3fe30bbca95ce,42,1,248,2026-07-01 14:01:34,0x6d5f590fef521a23673a8ccdb1c2c9216e52e52949b95d0c21214c8c40f864aa,USDC,20.0,20.0,1,1,,
248,HUMAN,0x9ab5ed76a8c59e8825de2f29210048883e5dcbce,42,2,249,2026-07-01 14:01:34,0x6d5f590fef521a23673a8ccdb1c2c9216e52e52949b95d0c21214c8c40f864aa,USDC,20.0,20.0,1,1,,
